county,precinct,office,district,candidate,party,absentee,mail,not_sure,election_day,votes
Sanpete,MT. PLEASANT 2 UNINCORPORTATED,U.S. Senate,,BILL BARRON,UNA,0,0,0,0,0
Sanpete,MT. PLEASANT 2 UNINCORPORTATED,U.S. Senate,,Write-ins,,0,0,0,0,0
Sanpete,MT. PLEASANT 2 UNINCORPORTATED,U.S. House,4,MIA B. LOVE,REP,0,7,1,33,41
Sanpete,MT. PLEASANT 2 UNINCORPORTATED,U.S. House,4,JIM L VEIN,LIB,0,0,0,1,1
Sanpete,MT. PLEASANT 2 UNINCORPORTATED,U.S. House,4,JIM MATHESON,DEM,0,3,4,16,23
Sanpete,MT. PLEASANT 2 UNINCORPORTATED,U.S. House,4,Write-ins,,0,0,0,0,0
Sanpete,MT. PLEASANT 2 UNINCORPORTATED,Governor ,,PETER S. COOKE,DEM,0,0,2,13,15
Sanpete,MT. PLEASANT 2 UNINCORPORTATED,Governor ,,KEN LARSEN,LIB,0,0,0,1,1
Sanpete,MT. PLEASANT 2 UNINCORPORTATED,Governor ,,KIRK D PEARSON,CON,0,0,0,1,1
Sanpete,MT. PLEASANT 2 UNINCORPORTATED,Governor ,,GARY R. HERBERT,REP,0,11,3,36,50
Sanpete,MT. PLEASANT 2 UNINCORPORTATED,Governor ,,Write-ins,,0,0,0,0,0
Sanpete,MT. PLEASANT 2 UNINCORPORTATED,Attorney General,,DEE W. SMITH,DEM,0,2,2,7,11
Sanpete,MT. PLEASANT 2 UNINCORPORTATED,Attorney General,,JOHN SWALLOW,REP,0,8,3,38,49
Sanpete,MT. PLEASANT 2 UNINCORPORTATED,Attorney General,,W. ANDREW McCULLOUGH,LIB,0,0,0,3,3
Sanpete,MT. PLEASANT 2 UNINCORPORTATED,Attorney General,,Write-ins,,0,0,0,0,0
Sanpete,MT. PLEASANT 2 UNINCORPORTATED,State Auditor,,MARK SAGE,DEM,0,0,2,7,9
Sanpete,MT. PLEASANT 2 UNINCORPORTATED,State Auditor,,JOHN DOUGALL,REP,0,9,3,38,50
Sanpete,MT. PLEASANT 2 UNINCORPORTATED,State Auditor,,RICHARD PROCTOR,CON,0,1,0,5,6
Sanpete,MT. PLEASANT 2 UNINCORPORTATED,State Auditor,,Write-ins,,0,0,0,0,0
Sanpete,MT. PLEASANT 2 UNINCORPORTATED,State Treasurer,,CHRISTOPHER STOUT,DEM,0,0,1,8,9
Sanpete,MT. PLEASANT 2 UNINCORPORTATED,State Treasurer,,VINCENT C. MARCUSS,LIB,0,1,0,4,5
Sanpete,MT. PLEASANT 2 UNINCORPORTATED,State Treasurer,,RICHARD K. ELLIS,REP,0,10,4,38,52
Sanpete,MT. PLEASANT 2 UNINCORPORTATED,State Treasurer,,Write-ins,,0,0,0,0,0
Sanpete,MT. PLEASANT 2 UNINCORPORTATED,State Senate,24,RALPH OKERLUND,REP,0,10,5,37,52
Sanpete,MT. PLEASANT 2 UNINCORPORTATED,State Senate,24,TRESTIN MEACHAM,CON,0,1,0,11,12
Sanpete,MT. PLEASANT 2 UNINCORPORTATED,State Senate,24,Write-ins,,0,0,0,0,0
Sanpete,MT. PLEASANT 2 UNINCORPORTATED,State House,58,SPENCER J. COX,REP,0,11,5,48,64
Sanpete,MT. PLEASANT 2 UNINCORPORTATED,State House,58,Write-ins,,0,0,0,0,0
Sanpete,MT. PLEASANT 2 UNINCORPORTATED,COUNTY COMM A,,STEVE FRISCHKNECHT,REP,0,10,5,48,63
Sanpete,MT. PLEASANT 2 UNINCORPORTATED,COUNTY COMM A,,Write-ins,,0,0,0,0,0
Sanpete,MT. PLEASANT 2 UNINCORPORTATED,SCHOOL BOARD NSSD3,,RICH BROTHERSON,,0,11,5,40,56
Sanpete,MT. PLEASANT 2 UNINCORPORTATED,SCHOOL BOARD NSSD3,,Write-ins,,0,0,0,0,0
Sanpete,MT. PLEASANT 2 UNINCORPORTATED,DISTRICT COURT -BAGLEY,,YES,,0,7,5,33,45
Sanpete,MT. PLEASANT 2 UNINCORPORTATED,DISTRICT COURT -BAGLEY,,NO,,0,4,0,15,19
Sanpete,MT. PLEASANT 2 UNINCORPORTATED,AMENDMENT A,,FOR,,0,3,2,24,29
Sanpete,MT. PLEASANT 2 UNINCORPORTATED,AMENDMENT A,,AGAINST,,0,8,3,24,35
Sanpete,MT. PLEASANT 2 UNINCORPORTATED,AMENDMENT B,,FOR,,0,6,4,36,46
Sanpete,MT. PLEASANT 2 UNINCORPORTATED,AMENDMENT B,,AGAINST,,0,5,1,14,20
Sanpete,MT. PLEASANT 2 MUNICIPAL,STRAIGHT PARTY,,REPUBLICAN,REP,0,8,1,87,96
Sanpete,MT. PLEASANT 2 MUNICIPAL,STRAIGHT PARTY,,DEMOCRATIC,DEM,0,0,0,16,16
Sanpete,MT. PLEASANT 2 MUNICIPAL,STRAIGHT PARTY,,CONSTITUTION,CON,0,0,0,1,1
Sanpete,MT. PLEASANT 2 MUNICIPAL,STRAIGHT PARTY,,LIBERTARIAN,LIB,0,0,0,0,0
Sanpete,MT. PLEASANT 2 MUNICIPAL,STRAIGHT PARTY,,GREEN,GRE,0,0,0,1,1
Sanpete,MT. PLEASANT 2 MUNICIPAL,STRAIGHT PARTY,,JUSTICE,JUS,0,0,0,0,0
Sanpete,MT. PLEASANT 2 MUNICIPAL,President,,Registered Voters,,,,,,435
Sanpete,MT. PLEASANT 2 MUNICIPAL,President,,JILL STEIN,GRE,0,0,0,2,2
Sanpete,MT. PLEASANT 2 MUNICIPAL,President,,GLORIA LA RIVA,UNA,0,0,0,0,0
Sanpete,MT. PLEASANT 2 MUNICIPAL,President,,MITT ROMNEY,REP,0,18,33,272,323
Sanpete,MT. PLEASANT 2 MUNICIPAL,President,,BARACK OBAMA,DEM,0,1,1,46,48
Sanpete,MT. PLEASANT 2 MUNICIPAL,President,,GARY JOHNSON,LIB,0,0,0,3,3
Sanpete,MT. PLEASANT 2 MUNICIPAL,President,,VIRGIL GOODE,CON,0,0,1,2,3
Sanpete,MT. PLEASANT 2 MUNICIPAL,President,,"ROSS C. \ROCKY\"" ANDE""",JUS,0,0,0,0,0
Sanpete,MT. PLEASANT 2 MUNICIPAL,President,,Write-ins,,0,0,1,3,4
Sanpete,MT. PLEASANT 2 MUNICIPAL,U.S. Senate,,SHAUN LYNN McCAUSLAN,CON,0,1,1,11,13
Sanpete,MT. PLEASANT 2 MUNICIPAL,U.S. Senate,,SCOTT HOWELL,DEM,0,3,5,71,79
Sanpete,MT. PLEASANT 2 MUNICIPAL,U.S. Senate,,ORRIN G. HATCH,REP,0,15,30,231,276
Sanpete,MT. PLEASANT 2 MUNICIPAL,U.S. Senate,,DANIEL GEERY,JUS,0,0,0,4,4
Sanpete,MT. PLEASANT 2 MUNICIPAL,U.S. Senate,,BILL BARRON,UNA,0,0,0,3,3
Sanpete,MT. PLEASANT 2 MUNICIPAL,U.S. Senate,,Write-ins,,0,0,0,0,0
Sanpete,MT. PLEASANT 2 MUNICIPAL,U.S. House,4,MIA B. LOVE,REP,0,16,22,187,225
Sanpete,MT. PLEASANT 2 MUNICIPAL,U.S. House,4,JIM L VEIN,LIB,0,0,0,7,7
Sanpete,MT. PLEASANT 2 MUNICIPAL,U.S. House,4,JIM MATHESON,DEM,0,3,15,129,147
Sanpete,MT. PLEASANT 2 MUNICIPAL,U.S. House,4,Write-ins,,0,0,0,0,0
Sanpete,MT. PLEASANT 2 MUNICIPAL,Governor ,,PETER S. COOKE,DEM,0,2,3,65,70
Sanpete,MT. PLEASANT 2 MUNICIPAL,Governor ,,KEN LARSEN,LIB,0,0,0,3,3
Sanpete,MT. PLEASANT 2 MUNICIPAL,Governor ,,KIRK D PEARSON,CON,0,0,2,8,10
Sanpete,MT. PLEASANT 2 MUNICIPAL,Governor ,,GARY R. HERBERT,REP,0,17,32,249,298
Sanpete,MT. PLEASANT 2 MUNICIPAL,Governor ,,Write-ins,,0,0,0,0,0
Sanpete,MT. PLEASANT 2 MUNICIPAL,Attorney General,,DEE W. SMITH,DEM,0,2,4,67,73
Sanpete,MT. PLEASANT 2 MUNICIPAL,Attorney General,,JOHN SWALLOW,REP,0,14,27,228,269
Sanpete,MT. PLEASANT 2 MUNICIPAL,Attorney General,,W. ANDREW McCULLOUGH,LIB,0,0,3,21,24
Sanpete,MT. PLEASANT 2 MUNICIPAL,Attorney General,,Write-ins,,0,0,0,0,0
Sanpete,MT. PLEASANT 2 MUNICIPAL,State Auditor,,MARK SAGE,DEM,0,1,3,68,72
Sanpete,MT. PLEASANT 2 MUNICIPAL,State Auditor,,JOHN DOUGALL,REP,0,15,27,222,264
Sanpete,MT. PLEASANT 2 MUNICIPAL,State Auditor,,RICHARD PROCTOR,CON,0,0,4,28,32
Sanpete,MT. PLEASANT 2 MUNICIPAL,State Auditor,,Write-ins,,0,0,0,0,0
Sanpete,MT. PLEASANT 2 MUNICIPAL,State Treasurer,,CHRISTOPHER STOUT,DEM,0,1,2,73,76
Sanpete,MT. PLEASANT 2 MUNICIPAL,State Treasurer,,VINCENT C. MARCUSS,LIB,0,0,0,17,17
Sanpete,MT. PLEASANT 2 MUNICIPAL,State Treasurer,,RICHARD K. ELLIS,REP,0,15,32,226,273
Sanpete,MT. PLEASANT 2 MUNICIPAL,State Treasurer,,Write-ins,,0,0,0,0,0
Sanpete,MT. PLEASANT 2 MUNICIPAL,State Senate,24,RALPH OKERLUND,REP,0,16,31,252,299
Sanpete,MT. PLEASANT 2 MUNICIPAL,State Senate,24,TRESTIN MEACHAM,CON,0,0,3,49,52
Sanpete,MT. PLEASANT 2 MUNICIPAL,State Senate,24,Write-ins,,0,0,0,0,0
Sanpete,MT. PLEASANT 2 MUNICIPAL,State House,58,SPENCER J. COX,REP,0,17,36,300,353
Sanpete,MT. PLEASANT 2 MUNICIPAL,State House,58,Write-ins,,0,0,0,1,1
Sanpete,MT. PLEASANT 2 MUNICIPAL,COUNTY COMM A,,STEVE FRISCHKNECHT,REP,0,17,34,297,348
Sanpete,MT. PLEASANT 2 MUNICIPAL,COUNTY COMM A,,Write-ins,,0,0,1,2,3
Sanpete,MT. PLEASANT 2 MUNICIPAL,SCHOOL BOARD NSSD1,,LAUREL A. WORKMAN,,0,4,13,80,97
Sanpete,MT. PLEASANT 2 MUNICIPAL,SCHOOL BOARD NSSD1,,STACEY GOBLE,,0,14,23,226,263
Sanpete,MT. PLEASANT 2 MUNICIPAL,SCHOOL BOARD NSSD1,,Write-ins,,0,0,0,1,1
Sanpete,MT. PLEASANT 2 MUNICIPAL,DISTRICT COURT -BAGLEY,,YES,,0,14,32,233,279
Sanpete,MT. PLEASANT 2 MUNICIPAL,DISTRICT COURT -BAGLEY,,NO,,0,4,2,59,65
Sanpete,MT. PLEASANT 2 MUNICIPAL,AMENDMENT A,,FOR,,0,10,23,153,186
Sanpete,MT. PLEASANT 2 MUNICIPAL,AMENDMENT A,,AGAINST,,0,8,11,145,164
Sanpete,MT. PLEASANT 2 MUNICIPAL,AMENDMENT B,,FOR,,0,16,29,196,241
Sanpete,MT. PLEASANT 2 MUNICIPAL,AMENDMENT B,,AGAINST,,0,3,6,108,117
Sanpete,MT. PLEASANT 3 UNINCORPORTATED,STRAIGHT PARTY,,REPUBLICAN,REP,1,4,1,11,17
Sanpete,MT. PLEASANT 3 UNINCORPORTATED,STRAIGHT PARTY,,DEMOCRATIC,DEM,0,0,0,0,0
Sanpete,MT. PLEASANT 3 UNINCORPORTATED,STRAIGHT PARTY,,CONSTITUTION,CON,0,0,0,1,1
Sanpete,MT. PLEASANT 3 UNINCORPORTATED,STRAIGHT PARTY,,LIBERTARIAN,LIB,0,0,0,0,0
Sanpete,MT. PLEASANT 3 UNINCORPORTATED,STRAIGHT PARTY,,GREEN,GRE,0,0,0,0,0
Sanpete,MT. PLEASANT 3 UNINCORPORTATED,STRAIGHT PARTY,,JUSTICE,JUS,0,0,0,0,0
Sanpete,MT. PLEASANT 3 UNINCORPORTATED,President,,Registered Voters,,,,,,71
Sanpete,MT. PLEASANT 3 UNINCORPORTATED,President,,JILL STEIN,GRE,0,0,0,0,0
Sanpete,MT. PLEASANT 3 UNINCORPORTATED,President,,GLORIA LA RIVA,UNA,0,0,0,0,0
Sanpete,MT. PLEASANT 3 UNINCORPORTATED,President,,MITT ROMNEY,REP,2,6,5,50,63
Sanpete,MT. PLEASANT 3 UNINCORPORTATED,President,,BARACK OBAMA,DEM,0,0,0,3,3
Sanpete,MT. PLEASANT 3 UNINCORPORTATED,President,,GARY JOHNSON,LIB,0,0,0,2,2
Sanpete,MT. PLEASANT 3 UNINCORPORTATED,President,,VIRGIL GOODE,CON,0,0,0,1,1
Sanpete,MT. PLEASANT 3 UNINCORPORTATED,President,,"ROSS C. \ROCKY\"" ANDE""",JUS,0,0,0,0,0
Sanpete,MT. PLEASANT 3 UNINCORPORTATED,President,,Write-ins,,0,0,0,0,0
Sanpete,MT. PLEASANT 3 UNINCORPORTATED,U.S. Senate,,SHAUN LYNN McCAUSLAN,CON,0,0,0,4,4
Sanpete,MT. PLEASANT 3 UNINCORPORTATED,U.S. Senate,,SCOTT HOWELL,DEM,0,0,0,2,2
Sanpete,MT. PLEASANT 3 UNINCORPORTATED,U.S. Senate,,ORRIN G. HATCH,REP,1,6,3,50,60
Sanpete,MT. PLEASANT 3 UNINCORPORTATED,U.S. Senate,,DANIEL GEERY,JUS,1,0,0,0,1
Sanpete,MT. PLEASANT 3 UNINCORPORTATED,U.S. Senate,,BILL BARRON,UNA,0,0,0,0,0
Sanpete,MT. PLEASANT 3 UNINCORPORTATED,U.S. Senate,,Write-ins,,0,0,0,0,0
Sanpete,MT. PLEASANT 3 UNINCORPORTATED,U.S. House,4,MIA B. LOVE,REP,2,5,5,43,55
Sanpete,MT. PLEASANT 3 UNINCORPORTATED,U.S. House,4,JIM L VEIN,LIB,0,0,0,1,1
Sanpete,MT. PLEASANT 3 UNINCORPORTATED,U.S. House,4,JIM MATHESON,DEM,0,1,0,11,12
Sanpete,MT. PLEASANT 3 UNINCORPORTATED,U.S. House,4,Write-ins,,0,0,0,0,0
Sanpete,MT. PLEASANT 3 UNINCORPORTATED,Governor ,,PETER S. COOKE,DEM,0,0,0,2,2
Sanpete,MT. PLEASANT 3 UNINCORPORTATED,Governor ,,KEN LARSEN,LIB,0,0,0,1,1
Sanpete,MT. PLEASANT 3 UNINCORPORTATED,Governor ,,KIRK D PEARSON,CON,0,0,0,2,2
Sanpete,MT. PLEASANT 3 UNINCORPORTATED,Governor ,,GARY R. HERBERT,REP,2,6,5,50,63
Sanpete,MT. PLEASANT 3 UNINCORPORTATED,Governor ,,Write-ins,,0,0,0,0,0
Sanpete,MT. PLEASANT 3 UNINCORPORTATED,Attorney General,,DEE W. SMITH,DEM,0,0,0,3,3
Sanpete,MT. PLEASANT 3 UNINCORPORTATED,Attorney General,,JOHN SWALLOW,REP,2,6,4,48,60
Sanpete,MT. PLEASANT 3 UNINCORPORTATED,Attorney General,,W. ANDREW McCULLOUGH,LIB,0,0,0,4,4
Sanpete,MT. PLEASANT 3 UNINCORPORTATED,Attorney General,,Write-ins,,0,0,0,0,0
Sanpete,MT. PLEASANT 3 UNINCORPORTATED,State Auditor,,MARK SAGE,DEM,0,0,0,4,4
Sanpete,MT. PLEASANT 3 UNINCORPORTATED,State Auditor,,JOHN DOUGALL,REP,2,6,5,43,56
Sanpete,MT. PLEASANT 3 UNINCORPORTATED,State Auditor,,RICHARD PROCTOR,CON,0,0,0,8,8
Sanpete,MT. PLEASANT 3 UNINCORPORTATED,State Auditor,,Write-ins,,0,0,0,0,0
Sanpete,MT. PLEASANT 3 UNINCORPORTATED,State Treasurer,,CHRISTOPHER STOUT,DEM,0,0,0,3,3
Sanpete,MT. PLEASANT 3 UNINCORPORTATED,State Treasurer,,VINCENT C. MARCUSS,LIB,0,0,0,11,11
Sanpete,MT. PLEASANT 3 UNINCORPORTATED,State Treasurer,,RICHARD K. ELLIS,REP,2,6,5,41,54
Sanpete,MT. PLEASANT 3 UNINCORPORTATED,State Treasurer,,Write-ins,,0,0,0,0,0
Sanpete,MT. PLEASANT 3 UNINCORPORTATED,State Senate,24,RALPH OKERLUND,REP,2,6,5,44,57
Sanpete,MT. PLEASANT 3 UNINCORPORTATED,State Senate,24,TRESTIN MEACHAM,CON,0,0,0,10,10
Sanpete,MT. PLEASANT 3 UNINCORPORTATED,State Senate,24,Write-ins,,0,0,0,0,0
Sanpete,MT. PLEASANT 3 UNINCORPORTATED,State House,58,SPENCER J. COX,REP,2,6,5,53,66
Sanpete,MT. PLEASANT 3 UNINCORPORTATED,State House,58,Write-ins,,0,0,0,1,1
Sanpete,MT. PLEASANT 3 UNINCORPORTATED,COUNTY COMM A,,STEVE FRISCHKNECHT,REP,2,6,5,54,67
Sanpete,MT. PLEASANT 3 UNINCORPORTATED,COUNTY COMM A,,Write-ins,,0,0,0,0,0
Sanpete,MT. PLEASANT 3 UNINCORPORTATED,SCHOOL BOARD NSSD1,,LAUREL A. WORKMAN,,0,2,3,20,25
Sanpete,MT. PLEASANT 3 UNINCORPORTATED,SCHOOL BOARD NSSD1,,STACEY GOBLE,,1,3,1,32,37
Sanpete,MT. PLEASANT 3 UNINCORPORTATED,SCHOOL BOARD NSSD1,,Write-ins,,0,0,0,0,0
Sanpete,MT. PLEASANT 3 UNINCORPORTATED,DISTRICT COURT -BAGLEY,,YES,,1,4,5,43,53
Sanpete,MT. PLEASANT 3 UNINCORPORTATED,DISTRICT COURT -BAGLEY,,NO,,0,0,0,9,9
Sanpete,MT. PLEASANT 3 UNINCORPORTATED,AMENDMENT A,,FOR,,1,2,4,31,38
Sanpete,MT. PLEASANT 3 UNINCORPORTATED,AMENDMENT A,,AGAINST,,0,3,1,21,25
Sanpete,MT. PLEASANT 3 UNINCORPORTATED,AMENDMENT B,,FOR,,1,3,3,25,32
Sanpete,MT. PLEASANT 3 UNINCORPORTATED,AMENDMENT B,,AGAINST,,0,2,2,26,30
Sanpete,SPRING CITY MUNICIPAL,STRAIGHT PARTY,,REPUBLICAN,REP,2,17,1,90,110
Sanpete,SPRING CITY MUNICIPAL,STRAIGHT PARTY,,DEMOCRATIC,DEM,1,3,0,27,31
Sanpete,SPRING CITY MUNICIPAL,STRAIGHT PARTY,,CONSTITUTION,CON,0,0,0,1,1
Sanpete,SPRING CITY MUNICIPAL,STRAIGHT PARTY,,LIBERTARIAN,LIB,0,1,0,0,1
Sanpete,SPRING CITY MUNICIPAL,STRAIGHT PARTY,,GREEN,GRE,0,0,0,0,0
Sanpete,SPRING CITY MUNICIPAL,STRAIGHT PARTY,,JUSTICE,JUS,0,0,0,0,0
Sanpete,SPRING CITY MUNICIPAL,President,,Registered Voters,,,,,,473
Sanpete,SPRING CITY MUNICIPAL,President,,JILL STEIN,GRE,0,1,0,0,1
Sanpete,SPRING CITY MUNICIPAL,President,,GLORIA LA RIVA,UNA,0,0,0,0,0
Sanpete,SPRING CITY MUNICIPAL,President,,MITT ROMNEY,REP,3,47,28,250,328
Sanpete,SPRING CITY MUNICIPAL,President,,BARACK OBAMA,DEM,1,7,9,59,76
Sanpete,SPRING CITY MUNICIPAL,President,,GARY JOHNSON,LIB,0,0,0,6,6
Sanpete,SPRING CITY MUNICIPAL,President,,VIRGIL GOODE,CON,0,1,2,6,9
Sanpete,SPRING CITY MUNICIPAL,President,,"ROSS C. \ROCKY\"" ANDE""",JUS,0,0,0,1,1
Sanpete,SPRING CITY MUNICIPAL,President,,Write-ins,,0,0,0,1,1
Sanpete,SPRING CITY MUNICIPAL,U.S. Senate,,SHAUN LYNN McCAUSLAN,CON,0,7,6,18,31
Sanpete,SPRING CITY MUNICIPAL,U.S. Senate,,SCOTT HOWELL,DEM,1,15,8,86,110
Sanpete,SPRING CITY MUNICIPAL,U.S. Senate,,ORRIN G. HATCH,REP,3,32,24,210,269
Sanpete,SPRING CITY MUNICIPAL,U.S. Senate,,DANIEL GEERY,JUS,0,1,0,0,1
Sanpete,SPRING CITY MUNICIPAL,U.S. Senate,,BILL BARRON,UNA,0,0,0,3,3
Sanpete,SPRING CITY MUNICIPAL,U.S. Senate,,Write-ins,,0,0,0,0,0
Sanpete,SPRING CITY MUNICIPAL,U.S. House,4,MIA B. LOVE,REP,3,34,26,181,244
Sanpete,SPRING CITY MUNICIPAL,U.S. House,4,JIM L VEIN,LIB,0,1,0,9,10
Sanpete,SPRING CITY MUNICIPAL,U.S. House,4,JIM MATHESON,DEM,1,19,13,129,162
Sanpete,SPRING CITY MUNICIPAL,U.S. House,4,Write-ins,,0,0,0,0,0
Sanpete,SPRING CITY MUNICIPAL,Governor ,,PETER S. COOKE,DEM,1,10,10,68,89
Sanpete,SPRING CITY MUNICIPAL,Governor ,,KEN LARSEN,LIB,0,2,0,3,5
Sanpete,SPRING CITY MUNICIPAL,Governor ,,KIRK D PEARSON,CON,0,4,5,14,23
Sanpete,SPRING CITY MUNICIPAL,Governor ,,GARY R. HERBERT,REP,3,39,24,232,298
Sanpete,SPRING CITY MUNICIPAL,Governor ,,Write-ins,,0,0,0,0,0
Sanpete,SPRING CITY MUNICIPAL,Attorney General,,DEE W. SMITH,DEM,1,10,14,70,95
Sanpete,SPRING CITY MUNICIPAL,Attorney General,,JOHN SWALLOW,REP,3,41,23,222,289
Sanpete,SPRING CITY MUNICIPAL,Attorney General,,W. ANDREW McCULLOUGH,LIB,0,4,2,16,22
Sanpete,SPRING CITY MUNICIPAL,Attorney General,,Write-ins,,0,0,0,1,1
Sanpete,SPRING CITY MUNICIPAL,State Auditor,,MARK SAGE,DEM,1,14,13,66,94
Sanpete,SPRING CITY MUNICIPAL,State Auditor,,JOHN DOUGALL,REP,2,36,20,205,263
Sanpete,SPRING CITY MUNICIPAL,State Auditor,,RICHARD PROCTOR,CON,0,5,5,29,39
Sanpete,SPRING CITY MUNICIPAL,State Auditor,,Write-ins,,0,0,0,1,1
Sanpete,SPRING CITY MUNICIPAL,State Treasurer,,CHRISTOPHER STOUT,DEM,1,12,10,65,88
Sanpete,SPRING CITY MUNICIPAL,State Treasurer,,VINCENT C. MARCUSS,LIB,0,3,4,22,29
Sanpete,SPRING CITY MUNICIPAL,State Treasurer,,RICHARD K. ELLIS,REP,2,39,24,211,276
Sanpete,SPRING CITY MUNICIPAL,State Treasurer,,Write-ins,,0,0,0,0,0
Sanpete,SPRING CITY MUNICIPAL,State Senate,24,RALPH OKERLUND,REP,4,41,26,229,300
Sanpete,SPRING CITY MUNICIPAL,State Senate,24,TRESTIN MEACHAM,CON,0,8,8,44,60
Sanpete,SPRING CITY MUNICIPAL,State Senate,24,Write-ins,,0,1,1,2,4
Sanpete,SPRING CITY MUNICIPAL,State House,58,SPENCER J. COX,REP,4,48,32,275,359
Sanpete,SPRING CITY MUNICIPAL,State House,58,Write-ins,,0,2,0,6,8
Sanpete,SPRING CITY MUNICIPAL,COUNTY COMM A,,STEVE FRISCHKNECHT,REP,3,51,35,283,372
Sanpete,SPRING CITY MUNICIPAL,COUNTY COMM A,,Write-ins,,0,2,1,3,6
Sanpete,SPRING CITY MUNICIPAL,SCHOOL BOARD NSSD1,,LAUREL A. WORKMAN,,3,32,27,186,248
Sanpete,SPRING CITY MUNICIPAL,SCHOOL BOARD NSSD1,,STACEY GOBLE,,0,22,9,124,155
Sanpete,SPRING CITY MUNICIPAL,SCHOOL BOARD NSSD1,,Write-ins,,0,0,0,1,1
Sanpete,SPRING CITY MUNICIPAL,DISTRICT COURT -BAGLEY,,YES,,3,43,31,220,297
Sanpete,SPRING CITY MUNICIPAL,DISTRICT COURT -BAGLEY,,NO,,0,9,6,68,83
Sanpete,SPRING CITY MUNICIPAL,AMENDMENT A,,FOR,,3,25,15,118,161
Sanpete,SPRING CITY MUNICIPAL,AMENDMENT A,,AGAINST,,0,24,20,177,221
Sanpete,SPRING CITY MUNICIPAL,AMENDMENT B,,FOR,,3,33,26,195,257
Sanpete,SPRING CITY MUNICIPAL,AMENDMENT B,,AGAINST,,1,19,13,111,144
Sanpete,SPRING CITY UNINCORPORATED,STRAIGHT PARTY,,REPUBLICAN,REP,1,10,0,25,36
Sanpete,SPRING CITY UNINCORPORATED,STRAIGHT PARTY,,DEMOCRATIC,DEM,0,0,0,3,3
Sanpete,SPRING CITY UNINCORPORATED,STRAIGHT PARTY,,CONSTITUTION,CON,0,0,0,0,0
Sanpete,SPRING CITY UNINCORPORATED,STRAIGHT PARTY,,LIBERTARIAN,LIB,0,0,0,0,0
Sanpete,SPRING CITY UNINCORPORATED,STRAIGHT PARTY,,GREEN,GRE,0,0,0,0,0
Sanpete,SPRING CITY UNINCORPORATED,STRAIGHT PARTY,,JUSTICE,JUS,0,0,0,1,1
Sanpete,SPRING CITY UNINCORPORATED,President,,Registered Voters,,,,,,122
Sanpete,SPRING CITY UNINCORPORATED,President,,JILL STEIN,GRE,0,0,0,1,1
Sanpete,SPRING CITY UNINCORPORATED,President,,GLORIA LA RIVA,UNA,0,0,0,0,0
Sanpete,SPRING CITY UNINCORPORATED,President,,MITT ROMNEY,REP,1,14,7,63,85
Sanpete,SPRING CITY UNINCORPORATED,President,,BARACK OBAMA,DEM,2,1,3,10,16
Sanpete,SPRING CITY UNINCORPORATED,President,,GARY JOHNSON,LIB,0,0,0,1,1
Sanpete,SPRING CITY UNINCORPORATED,President,,VIRGIL GOODE,CON,0,0,0,0,0
Sanpete,SPRING CITY UNINCORPORATED,President,,"ROSS C. \ROCKY\"" ANDE""",JUS,0,0,0,1,1
Sanpete,SPRING CITY UNINCORPORATED,President,,Write-ins,,0,0,0,0,0
Sanpete,SPRING CITY UNINCORPORATED,U.S. Senate,,SHAUN LYNN McCAUSLAN,CON,0,0,0,6,6
Sanpete,SPRING CITY UNINCORPORATED,U.S. Senate,,SCOTT HOWELL,DEM,2,3,0,12,17
Sanpete,SPRING CITY UNINCORPORATED,U.S. Senate,,ORRIN G. HATCH,REP,1,12,9,55,77
Sanpete,SPRING CITY UNINCORPORATED,U.S. Senate,,DANIEL GEERY,JUS,0,0,1,2,3
Sanpete,SPRING CITY UNINCORPORATED,U.S. Senate,,BILL BARRON,UNA,0,0,0,0,0
Sanpete,SPRING CITY UNINCORPORATED,U.S. Senate,,Write-ins,,0,0,0,0,0
Sanpete,SPRING CITY UNINCORPORATED,U.S. House,4,MIA B. LOVE,REP,1,13,4,54,72
Sanpete,SPRING CITY UNINCORPORATED,U.S. House,4,JIM L VEIN,LIB,0,0,1,2,3
Sanpete,SPRING CITY UNINCORPORATED,U.S. House,4,JIM MATHESON,DEM,2,2,5,19,28
Sanpete,SPRING CITY UNINCORPORATED,U.S. House,4,Write-ins,,0,0,0,0,0
Sanpete,SPRING CITY UNINCORPORATED,Governor ,,PETER S. COOKE,DEM,2,1,2,12,17
Sanpete,SPRING CITY UNINCORPORATED,Governor ,,KEN LARSEN,LIB,0,0,1,3,4
Sanpete,SPRING CITY UNINCORPORATED,Governor ,,KIRK D PEARSON,CON,0,0,0,3,3
Sanpete,SPRING CITY UNINCORPORATED,Governor ,,GARY R. HERBERT,REP,1,14,6,57,78
Sanpete,SPRING CITY UNINCORPORATED,Governor ,,Write-ins,,0,0,0,0,0
Sanpete,SPRING CITY UNINCORPORATED,Attorney General,,DEE W. SMITH,DEM,2,1,0,13,16
Sanpete,SPRING CITY UNINCORPORATED,Attorney General,,JOHN SWALLOW,REP,1,13,7,58,79
Sanpete,SPRING CITY UNINCORPORATED,Attorney General,,W. ANDREW McCULLOUGH,LIB,0,1,1,3,5
Sanpete,SPRING CITY UNINCORPORATED,Attorney General,,Write-ins,,0,0,0,0,0
Sanpete,SPRING CITY UNINCORPORATED,State Auditor,,MARK SAGE,DEM,1,1,2,10,14
Sanpete,SPRING CITY UNINCORPORATED,State Auditor,,JOHN DOUGALL,REP,2,13,6,56,77
